Manual,Gender,Speaker,Citation,Text,Partial 
GD_NT_1997_T.xml,men,Richard G. Scott,"Ensign, Nov. 1989, 30–31","""It is a mistake to assume that every prayer we offer will be answered immediately. Some prayers require considerable effort on our part. . . . ¶ When we explain a problem and a proposed solution [to our Heavenly Father], sometimes He answers yes, sometimes no. Often He withholds an answer, not for lack of concern, but because He loves us — perfectly. He wants us to apply truths He has given us. For us to grow, we need to trust our ability to make correct decisions. We need to do what we feel is right. In time, He will answer. He will not fail us""",False
GD_NT_1997_T.xml,men,Richard G. Scott,"Ensign, Nov. 1994, 38","""Any sexual intimacy outside of the bonds of marriage — I mean any intentional contact with the sacred, private parts of another's body, with or without clothing — is a sin and is forbidden by God. It is also a transgression to intentionally stimulate these emotions within your own body""",False
GD_NT_1997_T.xml,men,Richard G. Scott,"Ensign, Nov. 1994, 38","""Satan tempts one to believe that there are allowable levels of physical contact between consenting individuals who seek the powerful stimulation of emotions they produce, and if kept within bounds, no harm will result. As a witness of Jesus Christ, I testify that is absolutely false. . . . Decide what you will and will not do. When temptation comes, do not change your standards""",False
GD_NT_1997_T.xml,men,Richard G. Scott,"""Four Fundamentals for Those Who Teach and Inspire Youth,"" in CES Old Testament Symposium Speeches, 1987 [1987], 3","""Teach the reality of personal communication from and to God. Help each individual understand how to pray worthily and how to receive and recognize answers from God""",False
GD_NT_1997_T.xml,men,Robert D. Hales,"Ensign, May 1997, 80","""On occasion individuals can have [experiences like Saul's], but for the most part, conversion happens over a period of time as study, prayer, experience, and faith help us to grow in our testimony and conversion""",False
GD_NT_1997_T.xml,men,Spencer W. Kimball,"Conference Report, Apr. 1951, 104","""No one in this Church will ever go far astray who ties himself securely to the Church Authorities whom the Lord has placed in his Church. This Church will never go astray; the Quorum of the Twelve will never lead you into bypaths; it never has and never will""",False
GD_NT_1997_T.xml,men,Spencer W. Kimball,"Faith Precedes the Miracle [1972], 256","""In the parable, oil can be purchased at the market. In our lives the oil of preparedness is accumulated drop by drop in righteous living. Attendance at sacrament meetings adds oil to our lamps, drop by drop over the years. Fasting, family prayer, home teaching, control of bodily appetites, preaching the gospel, studying the scriptures — each act of dedication and obedience is a drop added to our store. Deeds of kindness, payment of offerings and tithes, chaste thoughts and actions, marriage in the covenant for eternity — these, too, contribute importantly to the oil with which we can at midnight refuel our exhausted lamps""",False
GD_NT_1997_T.xml,men,Spencer W. Kimball,"Ensign, May 1975, 4","""He needed to die, that he might open the graves of all men as his own tomb was opened. Without the deep darkness of the crucifixion hour, there could have been no spring of coming from the grave""",False
GD_NT_1997_T.xml,men,Spencer W. Kimball,"The Teachings of Spencer W. Kimball, ed. Edward L. Kimball [1982], 390","""There is opportunity to get both [secular and spiritual learning] simultaneously. . . . If we spend our mortal days in accumulating secular knowledge to the exclusion of the spiritual then we are in a dead-end street, for this is the time for man to prepare to meet God; this is the time for faith to be built, for baptism to be effected, for the Holy Ghost to be received, for the ordinances to be performed. Contemporary with this program can come the secular knowledge, for even in the spirit world after death our spirits can go on learning""",False
GD_NT_1997_T.xml,men,Spencer W. Kimball,"Repentance Brings Forgiveness [pamphlet, 1984], 8","""If one is sorry only because someone found out about his sin, his repentance is not complete. Godly sorrow causes one to want to repent, even though he has not been caught by others, and makes him determined to do right no matter what happens. This kind of sorrow brings righteousness and will work toward forgiveness""",False
GD_NT_1997_T.xml,men,Spencer W. Kimball,"Men of Example [address delivered to religious educators, 12 Sept. 1975], 4–5","""Can you find in all the holy scriptures where the Lord Jesus Christ ever failed his church? . . . Was he faithful? Was he true? Is there anything good and worthy that he did not give? Then that is what we ask — what he asks of a husband. . . . ¶ . . . Can you think of how he loved the Church? Its every breath was important to him. Its every growth, its every individual, was precious to him. He gave to those people all his energy, all his power, all his interest. He gave his life — what more could one give?""",False
GD_NT_1997_T.xml,men,Spencer W. Kimball,"Conference Report, Melbourne Australia Area Conference 1976, 23","""Because the fourteen-year-old boy went out in the woods to pray, having read in the scriptures, . . . because he did live the revelations from on high, we have The Church of Jesus Christ of Latter-day Saints. We have all of the blessings that can make us the happiest people in the whole world, because a boy of fourteen went out into the woods to pray""",False
GD_NT_1997_T.xml,men,The First Presidency,"First Presidency letter, 15 May 1997","""Every member of the Church needs to be loved and nourished, especially during the first few months after baptism. When new members receive sincere friendship, opportunities to serve, and the spiritual nourishment that comes from studying the word of God, they experience enduring conversion and become «fellowcitizens with the saints, and of the household of God» (Ephesians 2:19)""",False
GD_NT_1997_T.xml,men,The First Presidency,"Ensign, Nov. 1995, 102","""happiness in family life is most likely to be achieved when founded upon the teachings of the Lord Jesus Christ. Successful marriages and families are established and maintained on principles of faith, prayer, repentance, forgiveness, respect, love, compassion, work, and wholesome recreational activities""",False
GD_NT_1997_T.xml,men,Thomas S. Monson,"""The Spirit Giveth Life,"" Ensign, June 1997, 2","""The entire message of the New Testament breathes a spirit of awakening to the human soul. Shadows of despair are dispelled by rays of hope, sorrow yields to joy, and the feeling of being lost in the crowd of life vanishes with the certain knowledge that our Heavenly Father is mindful of each of us""",False
GD_NT_1997_T.xml,men,Thomas S. Monson,"Ensign, May 1974, 48","""We need not visit the Holy Land to feel him close to us. We need not walk by the shores of Galilee or among the Judean hills to walk where Jesus walked. ¶ In a very real sense, all can walk where Jesus walked when, with his words on our lips, his spirit in our hearts, and his teachings in our lives, we journey through mortality""",False
GD_NT_1997_T.xml,men,Thomas S. Monson,"Ensign, May 1974, 50","""The passage of time has not altered the capacity of the Redeemer to change men's lives. As he said to the dead Lazarus, so he says to you and me: «. . . come forth.» (John 11:43.) Come forth from the despair of doubt. Come forth from the sorrow of sin. Come forth from the death of disbelief. Come forth to a newness of life. Come forth""",False
GD_NT_1997_T.xml,men,Thomas S. Monson,"Ensign, May 1993, 62–63","""Our Heavenly Father's plan contains the ultimate expressions of true love. All that we hold dear — even our families, our friends, our joy, our knowledge, our testimonies — would vanish were it not for our Father and His Son, the Lord Jesus Christ. . . . The world has witnessed no greater gift, nor has it known more lasting love""",False
GD_NT_1997_T.xml,men,Vaughn J. Featherstone,"'The King's Son,' New Era, Nov. 1975, 35","""Many years ago I heard the story of the son of King Louis XVI of France. ¶ King Louis had been taken from his throne and imprisoned. His young son, the prince, was taken by those who dethroned the king. They thought that inasmuch as the king's son was heir to the throne, if they could destroy him morally, he would never realize the great and grand destiny that life had bestowed upon him. ¶ They took him to a community far away, and there they exposed the lad to every filthy and vile thing that life could offer. . . . For over six months he had this treatment — but not once did the young lad buckle under pressure. Finally, after intensive temptation, they questioned him. Why had he not submitted himself to these things — why had he not partaken? These things would provide pleasure, satisfy his lusts, and were desirable; they were all his. The boy said, «I cannot do what you ask for I was born to be a king»""",True
GD_NT_1997_T.xml,men,Vaughn J. Featherstone,"New Era, Nov. 1975, 35","""Our Father is a king, and just as the king's son was exposed to every vile and perverted thing in this life, so you will be exposed to much of the filth and degradation of our generation. But you . . . are also born to be kings and queens, priests and priestesses""",True
GD_NT_1997_T.xml,men,Wilford Woodruff,"Deseret Evening News, 17 Oct. 1896, 9","""There are two powers on the earth and in the midst of the inhabitants of the earth — the power of God and the power of the devil. . . . When God has had a people on the earth, it matters not in what age, Lucifer, the son of the morning, and the millions of fallen spirits that were cast out of heaven, have warred against God, against Christ, against the work of God, and against the people of God. And they are not backward in doing it in our day and generation. Whenever the Lord set His hand to perform any work, those powers labored to overthrow it""",False
GD_NT_1997_T.xml,men,William R. Bradford,"Ensign, Nov. 1987, 75","""You might consider helping your young people learn a higher law of recognition. Recognition from on high is silent. It is carefully and quietly recorded there. Let them feel the joy and gain the treasure in their heart and soul that come from silent, selfless service""",False
GD_NT_1997_T.xml,supp,Teaching — No Greater Call,5,"""Humility before God is one key to success. A teacher who is humble before the Lord taps the source of all knowledge and power and draws from it unceasingly. A teacher who feels self-sufficient will lose the Spirit. Without God, [we] can do nothing. With him, all things are possible""",False
GD_NT_1997_T.xml,supp,Teaching — No Greater Call,iii,"""Love, caring, devotion to duty, selflessness, scripture study, and prayer give your teaching a spiritual foundation. Combining these elements as you prepare lessons will help you create the lessons spiritually in your mind and heart before you teach them to your class members""",False
GD_NT_1997_T.xml,supp,The Life and Teachings of Jesus and His Apostles," [Church Educational System manual, 1979], 385–86","""Neither the law of Moses nor the priesthood of Aaron which administered it was capable of bringing God's children unto perfection. The Aaronic Priesthood is a lesser authority, and it administers the preparatory gospel only. The Melchizedek Priesthood, on the other hand, is the higher priesthood, commissioned to minister the gospel ordinances in their fulness and capable of purifying our lives so that we can again enter into the presence of the Lord""",False
GD_OT_2001_T.xml,men,Boyd K. Packer,"""The Edge of the Light,"" BYU Today, Mar. 1991, 22–23","""Shortly after I was called as a General Authority, I went to Elder Harold B. Lee for counsel. He listened very carefully to my problem and suggested that I see President David O. McKay. President McKay counseled me as to the direction I should go. I was very willing to be obedient but saw no way possible for me to do as he counseled me to do. ¶ I returned to Elder Lee and told him that I saw no way to move in the direction I was counseled to go. He said, «The trouble with you is you want to see the end from the beginning.» I replied that I would like to see at least a step or two ahead. Then came the lesson of a lifetime: «You must learn to walk to the edge of the light, and then a few steps into the darkness; then the light will appear and show the way before you»""",False
GD_OT_2001_T.xml,men,Boyd K. Packer,"Conference Report, Oct. 1976, 99–100","""The mind is like a stage. Except when we are asleep, the curtain is always up. There is always some act being performed on that stage. It may be a comedy, a tragedy, interesting or dull, good or bad; but always there is some act playing on the stage of the mind. ¶ Have you noticed that without any real intent on your part, in the middle of almost any performance, a shady little thought may creep in from the wings and attract your attention? These delinquent thoughts will try to upstage everybody. If you permit them to go on, all thoughts of any virtue will leave the stage. You will be left, because you consented to it, to the influence of unrighteous thoughts. ¶ If you yield to them, they will enact for you on the stage of your mind anything to the limits of your toleration. They may enact a theme of bitterness, jealousy, or hatred. It may be vulgar, immoral, even depraved. When they have the stage, if you let them, they will devise the most clever persuasions to hold your attention. They can make it interesting all right, even convince you that it is innocent — for they are but thoughts. ¶ What do you do at a time like that, when the stage of your mind is commandeered by the imps of unclean thinking, whether they be the gray ones that seem almost clean or the filthy ones which leave no room for doubt? If you can control your thoughts, you can overcome habits, even degrading personal habits. If you can learn to master them, you will have a happy life. ¶ This is what I would teach you. Choose from among the sacred music of the Church a favorite hymn, one with words that are uplifting and music that is reverent, one that makes you feel something akin to inspiration. Go over it in your mind carefully. Memorize it. Even though you [may] have had no musical training, you can think through a hymn. ¶ Now, use this hymn as the place for your thoughts to go. Make it your emergency channel. Whenever you find these shady actors have slipped from the sidelines of your thinking onto the stage of your mind, put on this record, as it were. As the music begins and as the words form in your thoughts, the unworthy ones will slip shamefully away. It will change the whole mood on the stage of your mind. Because it is uplifting and clean, the baser thoughts will disappear. For while virtue, by choice, will not associate with filth, evil cannot tolerate the presence of light. ¶ In due time you will find yourself, on occasion, humming the music inwardly. As you retrace your thoughts, you discover some influence from the world about you encouraged an unworthy thought to move on stage in your mind, and the music almost automatically began. ¶ Once you learn to clear the stage of your mind of unworthy thoughts, keep it busy with learning worthwhile things. Change your environment so that you have things about you that will inspire good and uplifting thoughts. Keep busy with things that are righteous""",False
GD_OT_2001_T.xml,men,Boyd K. Packer,"Ensign, May 1989, 59","""The discouraging idea that a mistake (or even a series of them) makes it everlastingly too late, does not come from the Lord. He has said that if we will repent, not only will He forgive us our transgressions, but He will forget them and remember our sins no more. . . . Repentance is like soap; it can wash sin away. Ground-in dirt may take the strong detergent of discipline to get the stains out, but out they will come""",False
GD_OT_2001_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1982, 53","""The stick or record of Judah — the Old Testament and the New Testament — and the stick or record of Ephraim — the Book of Mormon, which is another testament of Jesus Christ — are now woven together in such a way that as you pore over one you are drawn to the other; as you learn from one you are enlightened by the other. They are indeed one in our hands. Ezekiel's prophecy now stands fulfilled""",False
GD_OT_2001_T.xml,men,Boyd K. Packer,"That All May Be Edified [1982], 220–21, 223","""How could there be such a terrible destruction with such little loss of life? . . . ¶ Because they were warned! They didn't have very long, but they were warned; and every man who was warned, warned his neighbor. . . . ¶ What about the six that drowned? One of them was just below the dam and had no choice. Two of them wouldn't believe the warning until it was too late. They later found them both in their car, but they hadn't heeded the warning. Three of them went back to get some material possessions, and they lost their lives. ¶ But it was a miracle of tremendous proportion. As Latter-day Saints we learn to heed warnings. . . . ¶ Now, I see a great similarity in what is happening in the world, a great tidal wave of evil and wickedness in the world. It just seeps around us and gets deeper and deeper. Our lives are in danger. Our property is in danger. Our freedoms are in danger, and yet we casually go about our work unable to understand that it behooves every man that has been warned to warn his neighbor. . . . ¶ [We have been] warned by a prophet. Will [we] heed the warning, or will [we] be as those six in Idaho who thought the warning was not for them?""",False
GD_OT_2001_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1979, 20","""I have come to know . . . that a fundamental purpose of the Word of Wisdom has to do with revelation. From the time you are very little we teach you to avoid tea, coffee, liquor, tobacco, narcotics, and anything else that disturbs your health. . . . If someone «under the influence» can hardly listen to plain talk, how can they respond to spiritual promptings that touch their most delicate feelings? As valuable as the Word of Wisdom is as a law of health, it may be much more valuable to you spiritually than it is physically""",False
GD_OT_2001_T.xml,men,Boyd K. Packer,"Ensign, May 1984, 41–42","""Imagine that our bishop has appointed us to plan a picnic for ward members. It is to be the best social in the history of the ward, and we are to spare no expense. We reserve a beautiful picnic ground in the country. We are to have it all to ourselves. ¶ The day arrives and everything is perfect. The tables are set and the feast is spectacular. Then, just as the blessing is being said, an old car turns into the picnic grounds and sputters to a stop. A worried man lifts the hood, and a spout of steam comes out. Several children climb out of the car. An anxious mother takes a box to a nearby table. She puts a few leftovers on the table, trying to make them look like a meal for her hungry children. But there is not enough. ¶ Then one of the little girls sees our table. She pulls her little brother over to us and pushes her head between you and me. We move aside. The little girl says, «Look at that; I wonder what that tastes like.» ¶ What would we do? Would we ignore the people or ask them to be quiet? Would we show them back to their table and give them some of the food we don't really need? Or would we invite them to come and join us, to sit between us and share the feast, and to let us help fix their car and give them something for their journey?"" "". . . There are people across the world and about us―our neighbors, our friends, some in our own families — who, spiritually speaking, are undernourished. Some of them are starving to death! If we keep all this to ourselves, it is not unlike feasting before those who are hungry""",True
GD_OT_2001_T.xml,men,Brigham Young,"Preston Nibley, Brigham Young: The Man and His Work [1936], 128","""The worst fear that I have about [members of this Church] is that they will get rich in this country, forget God and his people, wax fat, and kick themselves out of the Church and go to hell. This people will stand mobbing, robbing, poverty, and all manner of persecution, and be true. But my greater fear for them is that they cannot stand wealth; and yet they have to be tried with riches, for they will become the richest people on this earth""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"A New Witness for the Articles of Faith [1985], 81","""three divine events — the three pillars of eternity""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"Mormon Doctrine, 2nd ed. [1966], 13","""Abraham first received the gospel by baptism (which is the covenant of salvation); then he had conferred upon him the higher priesthood, and he entered into celestial marriage (which is the covenant of exaltation), gaining assurance thereby that he would have eternal increase; finally he received a promise that all of these blessings would be offered to all of his mortal posterity. [Abra. 2:6–11; D. & C. 132:29–50.] Included in the divine promises to Abraham was the assurance that Christ would come through his lineage, and the assurance that Abraham's posterity would receive certain choice, promised lands as an eternal inheritance. [Abra. 2; Gen. 17; 22:15–18; Gal. 3.] ¶ All of these promises lumped together are called the Abrahamic covenant. This covenant was renewed with Isaac [Gen. 24:60; 26:1–4, 24] and again with Jacob. [Gen. 28; 35:9–13; 48:3–4.] Those portions of it which pertain to personal exaltation and eternal increase are renewed with each member of the house of Israel who enters the order of celestial marriage; through that order the participating parties become inheritors of all the blessings of Abraham, Isaac, and Jacob. (D. & C. 132; Rom. 9:4; Gal. 3; 4.)""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"Conference Report, Tahiti Area Conference 1976, 16","""May I now take our common ancestor, Rebekah, as a pattern for what her daughters in the Church today can do? . . . When Rebekah was troubled and needed divine guidance she herself took the matter up with the Lord, and he spoke to her in reply. The Lord gives revelation to women who pray to him in faith""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"Mormon Doctrine, 2nd ed. [1966], 154","""All down through the history of God's dealings with his people, including those with the house of Israel, concubines were legal wives married to their husbands in the new and everlasting covenant of marriage. . . . Anciently they were considered to be secondary wives, that is, wives who did not have the same standing in the caste system then prevailing as did those wives who were not called concubines""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"Doctrinal New Testament Commentary, 3 vols. [1966–73], 2:355","""[Paul] is saying that even as Israel, when they passed through the Red Sea, fled from the worldliness of Egypt, so their Christian descendants, through baptism, are to forsake the lusts of the flesh and live godly lives""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"'The Story of a Prophet's Madness,' New Era, Apr. 1972, 7","""What a story this is! Here is a prophet of God who is firmly committed to declare only what the Lord of heaven directs. There does not seem to be the slightest doubt in his mind about the course he should pursue. He represents the Lord, and neither a house full of gold and silver nor high honors offered by the king can sway him from his determined course. . . . ¶ But greed for wealth and lust for honor beckon him. How marvelous it would be [for him] to be rich and powerful. . . . Perhaps the Lord would let him compromise his standards and have some worldly prosperity and power. . . . I wonder how often some of us get our direction from the Church and then, Balaam-like, plead for some worldly rewards. . . . ¶ Balaam, . . . inspired and mighty as he once was, lost his soul in the end because he set his heart on the things of this world rather than the riches of eternity""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"Doctrinal New Testament Commentary, 3 vols. [1966–73], 1:151","""the words of eternal life, the message of salvation, the truths about God and his kingdom; it is the doctrines of the gospel""",False
GD_OT_2001_T.xml,men,Bruce R. McConkie,"Mormon Doctrine, 2nd ed. [1966], 710","""Anyone serving in any capacity in the Church in which he is responsible for the spiritual or temporal well-being of any of the Lord's children is a shepherd to those sheep. The Lord holds his shepherds accountable for the safety (salvation) of his sheep""",False
GD_OT_2001_T.xml,men,Carlos E. Asay,"Ensign, Nov. 1978, 54","""We, like Israel of old, must rivet our eyes and minds upon . . . Christ if we hope to gain eternal life. . . . Our looks must not be allowed to wander across the way or to become fixed upon the perishable things of the world. The eye. . . must be trained to look upward. We must look to God and live!""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"Ensign, Nov. 1995, 25","""Consider the power of the idea taught in our beloved song «I Am a Child of God.» . . . Here is the answer to one of life's great questions, «Who am I?» I am a child of God with a spirit lineage to heavenly parents. That parentage defines our eternal potential. That powerful idea is a potent antidepressant. It can strengthen each of us to make righteous choices and to seek the best that is within us. Establish in the mind of a . . . person the powerful idea that he or she is a child of God, and you have given self-respect and motivation to move against the problems of life""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"Ensign, Nov. 1993, 73","""It was Eve who first transgressed the limits of Eden in order to initiate the conditions of mortality. Her act, whatever its nature, was formally a transgression but eternally a glorious necessity to open the doorway toward eternal life. Adam showed his wisdom by doing the same. . . . ¶ . . . We celebrate Eve's act and honor her wisdom and courage in the great episode called the Fall. . . . Elder Joseph Fielding Smith said: «I never speak of the part Eve took in this fall as a sin, nor do I accuse Adam of a sin. . . . This was a transgression of the law, but not a sin.» . . . ¶ This suggested contrast between a sin and a transgression reminds us of the careful wording in the second article of faith: «We believe that men will be punished for their own sins, and not for Adam's transgression» (italics added). It also echoes a familiar distinction in the law. Some acts, like murder, are crimes because they are inherently wrong. Other acts, like operating without a license, are crimes only because they are legally prohibited. Under these distinctions, the act that produced the Fall was not a sin — inherently wrong — but a transgression — wrong because it was formally prohibited. These words are not always used to denote something different, but this distinction seems meaningful in the circumstances of the Fall""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"Ensign, Nov. 1992, 37","""When they came to the prescribed place, Abraham built an altar and laid wood upon it. Then, the Bible says, «Abraham. . . bound Isaac his son, and laid him on the altar upon the wood» (Genesis 22:9). What did Isaac think when Abraham did such a strange thing? The Bible mentions no struggle or objection. Isaac's silence can be explained only in terms of his trust in and obedience to his father""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"Ensign, Nov. 1992, 37","""This story. . . shows the goodness of God in protecting Isaac and in providing a substitute so he would not have to die. Because of our sins and our mortality, we, like Isaac, are condemned to death. When all other hope is gone, our Father in Heaven provides the Lamb of God, and we are saved by his sacrifice""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"""Our Strengths Can Become Our Downfall,"" Ensign, Oct. 1994, 12","""We generally think of Satan attacking us at our weakest spot. . . . But weakness is not our only vulnerability. Satan can also attack us where we think we are strongin the very areas where we are proud of our strengths. He will approach us through the greatest talents and spiritual gifts we possess. If we are not wary, Satan can cause our spiritual downfall by corrupting us through our strengths as well as by exploiting our weaknesses""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"""Our Strengths Can Become Our Downfall,"" Ensign, Oct. 1994, 19","""How. . . do we prevent our strengths from becoming our downfall? The quality we must cultivate is humility. Humility is the great protector. Humility is the antidote against pride. Humility is the catalyst for all learning, especially spiritual things. Through the prophet Moroni, the Lord gave us this great insight into the role of humility: «I give unto men weakness that they may be humble; and my grace is sufficient for all men that humble themselves before me; for if they humble themselves before me, and have faith in me, then will I make weak things become strong unto them» [Ether 12:27]. ¶ We might also say that if men and women humble themselves before God, he will help them prevent their strengths from becoming weaknesses that the adversary can exploit to destroy them. . . . ¶ . . . If we are humble and teachable, hearkening to the commandments of God, the counsel of his leaders, and the promptings of his Spirit, we can be guided in how to use our spiritual gifts, our accomplishments, and all of our other strengths for righteousness. And we can be guided in how to avoid Satan's efforts to use our strengths to cause our downfall. ¶ In all of this, we should remember and rely on the Lord's direction and promise: «Be thou humble; and the Lord thy God shall lead thee by the hand, and give thee answer to thy prayers» (D&C 112:10)""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"Ensign, Nov. 1992, 39","""When I read this wonderful story as a boy, I always identified with the young servant of Elisha. I thought, If I am ever surrounded by the forces of evil while I am in the Lord's service, I hope the Lord will open my eyes and give me faith to understand that when we are in the work of the Lord, those who are with us are always more powerful than those who oppose us""",False
GD_OT_2001_T.xml,men,Dallin H. Oaks,"Studying the Scriptures [devotional given in the Salt Lake Tabernacle, 24 Nov. 1985]","""We may . . . find that a specific verse of scripture that was spoken for quite a different purpose in an entirely different age will, under the interpretive influence of the Holy Ghost, give us a very personal message adapted to our personal needs today. . . . If we seek to liken the scriptures to our own circumstances, «that it might be for our profit and learning» (1 Nephi 19:23), a loving Father in heaven can use them to bless us in highly individual ways""",False
GD_OT_2001_T.xml,men,David B. Haight,"""Couple Missionaries: «A Wonderful Resource,»"" Ensign, Feb. 1996, 7, 12","""In behalf of the Brethren, this is a call for retired couples to seriously consider serving a mission. We desperately need more couples to help meet our needs. . . . Less than 50 percent of the requests for couple missionaries from [our] mission presidents are being filled. . . . ¶ The Brethren hope that many, many more couples will make themselves available for full-time service to the Church. The need is great! Hundreds of thousands of new members join the Church each year, and they need to hear a friendly voice of support and comfort from experienced members. ¶ The refrain, «I'll go where you want me to go, dear Lord» (Hymns, 1985, no. 270), should be more than a hymn we sing on Sunday. It should be our own prayer of faith as we serve wherever the Lord has need of us""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"The Teachings of Ezra Taft Benson [1988], 104–5","""God has held you in reserve to make your appearance in the final days before the second coming of the Lord. Some individuals will fall away; but the kingdom of God will remain intact to welcome the return of its head — even Jesus Christ. While our generation will be comparable in wickedness to the days of Noah, when the Lord cleansed the earth by flood, there is a major difference this time. It is that God has saved for the final inning some of His strongest children, who will help bear off the kingdom triumphantly. . . . ¶ . . . Make no mistake about it — you are a marked generation. There has never been more expected of the faithful in such a short period of time than there is of us""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, May 1987, 85","""The plan of redemption must start with the account of the fall of Adam. In the words of Moroni, «By Adam came the fall of man. And because of the fall of man came Jesus Christ, . . . and because of Jesus Christ came the redemption of man» (Mormon 9:12). Just as a man does not really desire food until he is hungry, so he does not desire the salvation of Christ until he knows why he needs Christ. No one adequately and properly knows why he needs Christ until he understands and accepts the doctrine of the Fall and its effect upon all mankind""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, Nov. 1987, 49","""The revelation to produce and store food may be as essential to our temporal welfare today as boarding the ark was to the people in the days of Noah""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, May 1987, 85","""The responsibility of the seed of Abraham, which we are, is to be missionaries to «bear this ministry and Priesthood unto all nations» (Abraham 2:9)""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, May 1986, 77","""I am reminded how Moses up on the hill raised his arms for the victory of the armies of Israel. As long as his arms were raised, Israel prevailed, but when they dropped from weariness, then the enemy prevailed. And so Aaron and Hur «stayed up his hands, the one on the one side, and the other on the other side,» and Israel was victorious (Exodus 17:12). So will we be victorious as we hold up the arms of the Lord's anointed servants""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, Nov. 1985, 6–7","""captained by Christ will be consumed in Christ. . . . Enter their homes, and the pictures on their walls, the books on their shelves, the music in the air, their words and acts reveal them as Christians""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Conference Report, Oct. 1950, 146","""First, trust in God; and second, a determination to keep the commandments, to serve the Lord, to do that which is right. . . . The Lord has made it very clear in the revelations that even though times become perilous, even though we be surrounded by temptation and sin, even though there be a feeling of insecurity, even though men's hearts may fail them and anxiety fill their souls, if we only trust in God and keep his commandments we need have no fear""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, May 1989, 5","""Saul became an enemy to David through pride. He was jealous because the crowds of Israelite women were singing that «Saul hath slain his thousands, and David his ten thousands» [1 Samuel 18:7; see also 18:6, 8]. ¶ The proud stand more in fear of men's judgment than of God's judgment. . . . «What will men think of me?» weighs heavier than «What will God think of me?» . . . ¶ Fear of men's judgment manifests itself in competition for men's approval. The proud love «the praise of men more than the praise of God» (John 12:42–43). Our motives for the things we do are where the sin is manifest. Jesus said He did «always those things» that pleased God (John 8:29). Would we not do well to have the pleasing of God as our motive rather than to try to elevate ourselves above our brother and outdo another? ¶ Some prideful people are not so concerned as to whether their wages meet their needs as they are that their wages are more than someone else's. Their reward is being a cut above the rest. . . . ¶ When pride has a hold on our hearts, we lose our independence of the world and deliver our freedoms to the bondage of men's judgment. The world shouts louder than the whisperings of the Holy Ghost. The reasoning of men overrides the revelations of God, and the proud let go of the iron rod""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"""What I Hope You Will Teach Your Children about the Temple,"" Ensign, Aug. 1985, 8","""In the peace of these lovely temples, sometimes we find solutions to the serious problems of life. Under the influence of the Spirit, sometimes pure knowledge flows to us there. Temples are places of personal revelation. When I have been weighed down by a problem or a difficulty, I have gone to the House of the Lord with a prayer in my heart for answers. These answers have come in clear and unmistakable ways""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"The Teachings of Ezra Taft Benson [1988], 44","""Often we spend great effort in trying to increase the activity levels in our stakes. We work diligently to raise the percentages of those attending sacrament meetings. We labor to get a higher percentage of our young men on missions. We strive to improve the numbers of those marrying in the temple. All of these are commendable efforts and important to the growth of the kingdom. But when individual members and families immerse themselves in the scriptures regularly and consistently, these other areas of activity will automatically come. Testimonies will increase. Commitment will be strengthened. Families will be fortified. Personal revelation will flow""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, May 1988, 4, 6","""When we put God first, all other things fall into their proper place or drop out of our lives. Our love of the Lord will govern the claims for our affection, the demands on our time, the interests we pursue, and the order of our priorities. . . . ¶ May God bless us to put [him] first and, as a result, reap peace in this life and eternal life with a fulness of joy in the life to come""",False
GD_OT_2001_T.xml,men,Ezra Taft Benson,"Ensign, Nov. 1977, 32","""Do you take time to listen to the promptings of the Spirit? Answers to prayer come most often by a still voice and are discerned by our deepest, innermost feelings. I tell you that you can know the will of God concerning yourselves if you will take the time to pray and to listen""",False
